judet,tip,localitate,n_locuinte,n_pad,coverage_rate,predicted_coverage_rate,current_premium_eur,opportunity_eur,addressable_market_eur,tsi_actual,tsi_predicted,pred_lower,pred_upper,accumulation_index
Constanta,3. COMUNA,TOPALU,747,77,0.1031,0.0892,1540.0000,0.0000,14940.0000,1540000.0000,1333260.8125,0.0751,0.1067,53956.9125
Constanta,3. COMUNA,VALU LUI TRAIAN,6141,2109,0.3434,0.2787,42180.0000,0.0000,122820.0000,42180000.0000,34232719.0854,0.2603,0.3581,1385394.2228
Constanta,3. COMUNA,LUMINA,3995,1420,0.3554,0.1993,28400.0000,0.0000,79900.0000,28400000.0000,15926404.0040,0.1722,0.3413,644539.7470
Constanta,3. COMUNA,DUMBRAVENI,267,17,0.0637,0.0558,340.0000,0.0000,5340.0000,340000.0000,297771.3827,0.0496,0.0745,12050.7738
Calarasi,3. COMUNA,NANA,1042,88,0.0845,0.0841,1760.0000,0.0000,20840.0000,1760000.0000,1752130.8143,0.0743,0.0929,698371.6018
Constanta,3. COMUNA,COSTINESTI,2227,635,0.2851,0.1440,12700.0000,0.0000,44540.0000,12700000.0000,6412317.7101,0.1306,0.2689,259505.7637
Cluj,2. ORAS,HUEDIN,3430,882,0.2571,0.2059,17640.0000,0.0000,68600.0000,17640000.0000,14123003.5485,0.1927,0.2509,2745107.3615
Constanta,3. COMUNA,CUMPANA,5457,1591,0.2916,0.2592,31820.0000,0.0000,109140.0000,31820000.0000,28285393.3728,0.2621,0.3246,1144706.6320
Constanta,3. COMUNA,DELENI,850,52,0.0612,0.0570,1040.0000,0.0000,17000.0000,1040000.0000,968942.1962,0.0532,0.0701,39212.9798
Constanta,3. COMUNA,GARLICIU,669,46,0.0688,0.0676,920.0000,0.0000,13380.0000,920000.0000,904774.9814,0.0576,0.0827,36616.1399
Constanta,3. COMUNA,GHINDARESTI,950,64,0.0674,0.0673,1280.0000,0.0000,19000.0000,1280000.0000,1279231.0268,0.0537,0.0742,51770.3332
Constanta,3. COMUNA,INDEPENDENTA,1107,72,0.0650,0.0608,1440.0000,0.0000,22140.0000,1440000.0000,1345925.6634,0.0582,0.0706,54469.4575
Constanta,3. COMUNA,ION CORVIN,845,75,0.0888,0.0740,1500.0000,0.0000,16900.0000,1500000.0000,1251301.2343,0.0595,0.0901,50640.0177
Constanta,3. COMUNA,ISTRIA,967,111,0.1148,0.1071,2220.0000,0.0000,19340.0000,2220000.0000,2070778.7146,0.1031,0.1300,83804.1775
Constanta,3. COMUNA,MIRCEA VODA,1415,126,0.0890,0.0853,2520.0000,0.0000,28300.0000,2520000.0000,2414808.3814,0.0693,0.0947,97727.0188
Constanta,3. COMUNA,OLTINA,1184,82,0.0693,0.0651,1640.0000,0.0000,23680.0000,1640000.0000,1541728.1746,0.0588,0.0735,62393.5627
Constanta,3. COMUNA,AGIGEA,4339,1361,0.3137,0.3122,27220.0000,0.0000,86780.0000,27220000.0000,27092853.3185,0.2432,0.3394,1096444.6725
Constanta,3. COMUNA,23 AUGUST,2111,382,0.1810,0.1662,7640.0000,0.0000,42220.0000,7640000.0000,7018882.8343,0.1245,0.1782,284053.3849
Constanta,3. COMUNA,TORTOMAN,571,45,0.0788,0.0718,900.0000,0.0000,11420.0000,900000.0000,819564.8580,0.0599,0.0781,33167.6960
Caras-Severin,3. COMUNA,TOPLET,1166,143,0.1226,0.1124,2860.0000,0.0000,23320.0000,2860000.0000,2621855.2524,0.0998,0.1324,510539.6488
Caras-Severin,3. COMUNA,VALIUG,753,240,0.3187,0.2274,4800.0000,0.0000,15060.0000,4800000.0000,3424476.9645,0.2161,0.3371,666829.8203
Caras-Severin,3. COMUNA,ZAVOI,1678,603,0.3594,0.2326,12060.0000,0.0000,33560.0000,12060000.0000,7806926.9189,0.2491,0.3593,1520200.5237
Caras-Severin,3. COMUNA,ZORLENTU MARE,573,113,0.1972,0.1938,2260.0000,0.0000,11460.0000,2260000.0000,2221116.3701,0.1741,0.2128,432505.9404
Cluj,1. MUNICIPIU,DEJ,15644,4533,0.2898,0.2636,90660.0000,0.0000,312880.0000,90660000.0000,82470226.7955,0.2304,0.2850,16029849.8762
Covasna,3. COMUNA,OZUN,2136,436,0.2041,0.1603,8720.0000,0.0000,42720.0000,8720000.0000,6845984.4385,0.1483,0.1954,116171.3152
Covasna,3. COMUNA,VALEA CRISULUI,792,132,0.1667,0.1526,2640.0000,0.0000,15840.0000,2640000.0000,2417303.4107,0.1390,0.1833,41019.8590
Covasna,3. COMUNA,VALEA MARE,410,66,0.1610,0.1304,1320.0000,0.0000,8200.0000,1320000.0000,1069027.6389,0.1193,0.1652,18140.6119
Covasna,3. COMUNA,MERENI,606,122,0.2013,0.1324,2440.0000,0.0000,12120.0000,2440000.0000,1605024.2902,0.1087,0.1790,27236.0804
Covasna,3. COMUNA,ARCUS,715,220,0.3077,0.1470,4400.0000,0.0000,14300.0000,4400000.0000,2102011.9355,0.1322,0.2522,35669.5948
Covasna,3. COMUNA,BARCANI,1279,217,0.1697,0.1587,4340.0000,0.0000,25580.0000,4340000.0000,4058366.2463,0.1434,0.1724,68867.4870
Covasna,3. COMUNA,SITA BUZAULUI,1679,312,0.1858,0.1489,6240.0000,0.0000,33580.0000,6240000.0000,5001619.5152,0.1343,0.1780,84873.8005
Covasna,3. COMUNA,BRADUT,2072,345,0.1665,0.1573,6900.0000,0.0000,41440.0000,6900000.0000,6517938.3349,0.1435,0.1863,110604.6144
Constanta,3. COMUNA,GRADINA,437,40,0.0915,0.0841,800.0000,0.0000,8740.0000,800000.0000,735172.9290,0.0671,0.0962,29752.3643
Covasna,3. COMUNA,CATALINA,1511,257,0.1701,0.1432,5140.0000,0.0000,30220.0000,5140000.0000,4328534.6761,0.1315,0.1681,73452.0464
Covasna,3. COMUNA,GHIDFALAU,877,152,0.1733,0.1565,3040.0000,0.0000,17540.0000,3040000.0000,2745272.8779,0.1549,0.1836,46585.2594
Covasna,3. COMUNA,ILIENI,1253,298,0.2378,0.1796,5960.0000,0.0000,25060.0000,5960000.0000,4501191.2858,0.1412,0.2298,76381.9019
Covasna,3. COMUNA,LEMNIA,863,222,0.2572,0.1448,4440.0000,0.0000,17260.0000,4440000.0000,2499685.6291,0.1312,0.2106,42417.8246
Covasna,3. COMUNA,MALNAS,526,93,0.1768,0.1342,1860.0000,0.0000,10520.0000,1860000.0000,1412137.6486,0.1224,0.1713,23962.9361
Caras-Severin,3. COMUNA,SOCOL,857,94,0.1097,0.0956,1880.0000,0.0000,17140.0000,1880000.0000,1637934.1890,0.0964,0.1217,318946.0383
Cluj,3. COMUNA,CUZDRIOARA,1020,299,0.2931,0.2172,5980.0000,0.0000,20400.0000,5980000.0000,4431602.9994,0.1929,0.2730,861376.6877
Cluj,3. COMUNA,JICHISU DE JOS,595,93,0.1563,0.1419,1860.0000,0.0000,11900.0000,1860000.0000,1689189.0764,0.1377,0.1649,328329.9726
Cluj,3. COMUNA,MICA,1541,362,0.2349,0.2197,7240.0000,0.0000,30820.0000,7240000.0000,6769657.0478,0.2008,0.2510,1315827.4253
Cluj,3. COMUNA,SANDULESTI,841,128,0.1522,0.1519,2560.0000,0.0000,16820.0000,2560000.0000,2554640.0863,0.1401,0.1605,496548.8597
Cluj,3. COMUNA,AITON,849,145,0.1708,0.1544,2900.0000,0.0000,16980.0000,2900000.0000,2621386.7333,0.1519,0.1748,509522.4960
Cluj,3. COMUNA,ALUNIS,696,82,0.1178,0.1105,1640.0000,0.0000,13920.0000,1640000.0000,1537987.4253,0.1060,0.1219,298940.7026
Constanta,3. COMUNA,SALIGNY,810,103,0.1272,0.0930,2060.0000,0.0000,16200.0000,2060000.0000,1505875.9518,0.0842,0.1240,60942.6274
Covasna,3. COMUNA,BRETCU,1696,350,0.2064,0.1484,7000.0000,0.0000,33920.0000,7000000.0000,5033590.1680,0.1330,0.1920,85416.3189
Cluj,3. COMUNA,VULTURENI,1060,99,0.0934,0.0894,1980.0000,0.0000,21200.0000,1980000.0000,1896259.9953,0.0828,0.0996,368578.6281
Cluj,3. COMUNA,BELIS,1309,381,0.2911,0.2401,7620.0000,0.0000,26180.0000,7620000.0000,6286655.3926,0.2223,0.2846,1221945.7383
Cluj,3. COMUNA,FLORESTI,32254,16351,0.5069,0.3737,327020.0000,0.0000,645080.0000,327020000.0000,241037287.2130,0.3312,0.5003,46850744.5501
Cluj,3. COMUNA,FRATA,1756,192,0.1093,0.1084,3840.0000,0.0000,35120.0000,3840000.0000,3807532.5590,0.0968,0.1150,740075.2695
Cluj,3. COMUNA,GEACA,910,74,0.0813,0.0764,1480.0000,0.0000,18200.0000,1480000.0000,1389952.3165,0.0713,0.0830,270166.9176
Cluj,3. COMUNA,GILAU,4093,1100,0.2688,0.2415,22000.0000,0.0000,81860.0000,22000000.0000,19769118.2503,0.2421,0.2967,3842550.3367
Cluj,3. COMUNA,GARBAU,1065,156,0.1465,0.1426,3120.0000,0.0000,21300.0000,3120000.0000,3038331.8516,0.1307,0.1531,590564.6843
Cluj,3. COMUNA,IZVORU CRISULUI,866,133,0.1536,0.1408,2660.0000,0.0000,17320.0000,2660000.0000,2439423.0645,0.1347,0.1653,474153.9708
Cluj,3. COMUNA,LUNA,1629,291,0.1786,0.1737,5820.0000,0.0000,32580.0000,5820000.0000,5657786.2190,0.1696,0.1910,1099711.5838
Cluj,3. COMUNA,MARISEL,1051,264,0.2512,0.2366,5280.0000,0.0000,21020.0000,5280000.0000,4973631.7837,0.2088,0.2686,966731.5579
Cluj,3. COMUNA,MOCIU,1535,176,0.1147,0.1129,3520.0000,0.0000,30700.0000,3520000.0000,3464751.6650,0.1010,0.1333,673448.4820
Alba,3. COMUNA,BLANDIANA,521,98,0.1881,0.1492,1960.0000,0.0000,10420.0000,1960000.0000,1554258.3667,0.1281,0.1780,0.0000
Vrancea,3. COMUNA,SOVEJA,1465,349,0.2382,0.1205,6980.0000,0.0000,29300.0000,6980000.0000,3529791.6469,0.1279,0.2175,126.9183
Constanta,3. COMUNA,LIMANU,2564,692,0.2699,0.1335,13840.0000,0.0000,51280.0000,13840000.0000,6848370.9094,0.1181,0.2509,277152.7868
Vrancea,3. COMUNA,SURAIA,2336,499,0.2136,0.1397,9980.0000,0.0000,46720.0000,9980000.0000,6525877.2364,0.1307,0.2065,234.6465
Vrancea,3. COMUNA,TULNICI,2701,682,0.2525,0.1855,13640.0000,0.0000,54020.0000,13640000.0000,10019770.8512,0.1755,0.2546,360.2740
Vrancea,3. COMUNA,TIFESTI,2405,373,0.1551,0.1384,7460.0000,0.0000,48100.0000,7460000.0000,6657162.7747,0.1327,0.1647,239.3670
Vrancea,3. COMUNA,URECHESTI,1223,197,0.1611,0.1411,3940.0000,0.0000,24460.0000,3940000.0000,3450437.6827,0.1259,0.1604,124.0650
Vrancea,3. COMUNA,VIZANTEA-LIVEZI,1822,303,0.1663,0.1370,6060.0000,0.0000,36440.0000,6060000.0000,4991271.0525,0.1184,0.1649,179.4677
Vrancea,3. COMUNA,VANATORI,3241,716,0.2209,0.1902,14320.0000,0.0000,64820.0000,14320000.0000,12329226.7522,0.1634,0.2321,443.3135
Cluj,3. COMUNA,CIURILA,1277,311,0.2435,0.2375,6220.0000,0.0000,25540.0000,6220000.0000,6064892.5744,0.2232,0.2658,1178841.3984
Cluj,3. COMUNA,CATCAU,839,230,0.2741,0.2079,4600.0000,0.0000,16780.0000,4600000.0000,3489220.3505,0.1910,0.2635,678204.4936
Cluj,3. COMUNA,CORNESTI,1087,110,0.1012,0.0962,2200.0000,0.0000,21740.0000,2200000.0000,2091517.6674,0.0894,0.1090,406531.1267
Cluj,3. COMUNA,DABACA,950,130,0.1368,0.1357,2600.0000,0.0000,19000.0000,2600000.0000,2577935.7443,0.1251,0.1461,501076.8683
Alba,2. ORAS,TEIUS,2708,453,0.1673,0.1511,9060.0000,0.0000,54160.0000,9060000.0000,8185063.1668,0.1494,0.1798,0.0000
Cluj,3. COMUNA,FIZESU GHERLII,1086,136,0.1252,0.1193,2720.0000,0.0000,21720.0000,2720000.0000,2591000.7842,0.1093,0.1291,503616.3378
Alba,3. COMUNA,ARIESENI,935,135,0.1444,0.1386,2700.0000,0.0000,18700.0000,2700000.0000,2592190.5426,0.1309,0.1572,0.0000
Vrancea,3. COMUNA,STRAOANE,1964,318,0.1619,0.1453,6360.0000,0.0000,39280.0000,6360000.0000,5708143.0388,0.1312,0.1623,205.2438
Constanta,3. COMUNA,TUZLA,2593,534,0.2059,0.1789,10680.0000,0.0000,51860.0000,10680000.0000,9278326.7621,0.1499,0.2300,375492.8220
Constanta,3. COMUNA,ADAMCLISI,770,76,0.0987,0.0854,1520.0000,0.0000,15400.0000,1520000.0000,1315292.7484,0.0646,0.1030,53229.7470
Constanta,3. COMUNA,CASTELU,1513,175,0.1157,0.1030,3500.0000,0.0000,30260.0000,3500000.0000,3117973.9987,0.0867,0.1261,126184.0508
Constanta,3. COMUNA,CIOCARLIA,1038,91,0.0877,0.0718,1820.0000,0.0000,20760.0000,1820000.0000,1490108.6229,0.0645,0.0856,60304.5254
Constanta,3. COMUNA,CORBU,2338,385,0.1647,0.1433,7700.0000,0.0000,46760.0000,7700000.0000,6701716.4000,0.1437,0.1912,271217.6956
Constanta,3. COMUNA,CRUCEA,1111,106,0.0954,0.0865,2120.0000,0.0000,22220.0000,2120000.0000,1922716.3309,0.0751,0.0989,77812.1098
Cluj,3. COMUNA,BOBALNA,1141,129,0.1131,0.1113,2580.0000,0.0000,22820.0000,2580000.0000,2539680.6612,0.1047,0.1257,493641.1759
Cluj,3. COMUNA,CAIANU,1165,131,0.1124,0.1077,2620.0000,0.0000,23300.0000,2620000.0000,2510527.3382,0.1004,0.1184,487974.6050
Cluj,3. COMUNA,CALARASI,980,103,0.1051,0.1037,2060.0000,0.0000,19600.0000,2060000.0000,2032995.7202,0.0858,0.1101,395156.1365
Cluj,3. COMUNA,CALATELE,1425,320,0.2246,0.2124,6400.0000,0.0000,28500.0000,6400000.0000,6053843.7907,0.1937,0.2396,1176693.8313
Cluj,3. COMUNA,CASEIU,1833,381,0.2079,0.1765,7620.0000,0.0000,36660.0000,7620000.0000,6472229.5689,0.1675,0.2046,1258016.0427
Cluj,3. COMUNA,CHINTENI,2826,1353,0.4788,0.2339,27060.0000,0.0000,56520.0000,27060000.0000,13220883.9846,0.1866,0.4446,2569761.1579
Cluj,3. COMUNA,CIUCEA,690,101,0.1464,0.1400,2020.0000,0.0000,13800.0000,2020000.0000,1932514.1429,0.1275,0.1487,375625.3960
Cluj,3. COMUNA,VIISOARA,2039,417,0.2045,0.1872,8340.0000,0.0000,40780.0000,8340000.0000,7634480.2241,0.1776,0.2090,1483924.2795
Constanta,2. ORAS,NAVODARI,28328,12502,0.4413,0.2806,250040.0000,0.0000,566560.0000,250040000.0000,158969949.1896,0.2792,0.4275,6433495.6467
Constanta,2. ORAS,TECHIRGHIOL,3385,932,0.2753,0.2084,18640.0000,0.0000,67700.0000,18640000.0000,14107660.2088,0.1730,0.2712,570935.3938
Constanta,2. ORAS,CERNAVODA,7704,2680,0.3479,0.2442,53600.0000,0.0000,154080.0000,53600000.0000,37618710.2656,0.2408,0.3414,1522424.8983
Cluj,3. COMUNA,RASCA,1074,279,0.2598,0.2287,5580.0000,0.0000,21480.0000,5580000.0000,4913138.9414,0.2194,0.2653,954973.4821
Cluj,3. COMUNA,SACUIEU,753,107,0.1421,0.1346,2140.0000,0.0000,15060.0000,2140000.0000,2026957.4374,0.1256,0.1498,393982.4673
Cluj,3. COMUNA,SAVADISLA,2250,303,0.1347,0.1332,6060.0000,0.0000,45000.0000,6060000.0000,5995218.6461,0.1192,0.1425,1165298.7824
Cluj,3. COMUNA,SIC,1316,128,0.0973,0.0964,2560.0000,0.0000,26320.0000,2560000.0000,2538471.3413,0.0871,0.1063,493406.1187
Cluj,3. COMUNA,SANCRAIU,1032,390,0.3779,0.2059,7800.0000,0.0000,20640.0000,7800000.0000,4249926.9137,0.1438,0.3169,826064.0604
Cluj,3. COMUNA,SANPAUL,1089,161,0.1478,0.1409,3220.0000,0.0000,21780.0000,3220000.0000,3067844.5696,0.1309,0.1544,596301.1114
Cluj,3. COMUNA,SUATU,1014,95,0.0937,0.0920,1900.0000,0.0000,20280.0000,1900000.0000,1865099.9708,0.0831,0.1020,362522.0119
Cluj,3. COMUNA,TAGA,1126,155,0.1377,0.1335,3100.0000,0.0000,22520.0000,3100000.0000,3006223.3986,0.1261,0.1441,584323.7208
Cluj,3. COMUNA,UNGURAS,1127,208,0.1846,0.1783,4160.0000,0.0000,22540.0000,4160000.0000,4019149.6552,0.1613,0.1919,781207.5716
Cluj,3. COMUNA,VAD,1140,149,0.1307,0.1183,2980.0000,0.0000,22800.0000,2980000.0000,2697624.0853,0.1167,0.1397,524340.8535
Cluj,3. COMUNA,VALEA IERII,517,90,0.1741,0.1561,1800.0000,0.0000,10340.0000,1800000.0000,1613710.0315,0.1407,0.1797,313659.0083
Constanta,1. MUNICIPIU,MANGALIA,17383,4964,0.2856,0.2356,99280.0000,0.0000,347660.0000,99280000.0000,81895197.2761,0.2396,0.3092,3314289.2594
Dolj,3. COMUNA,CASTRANOVA,1432,95,0.0663,0.0648,1900.0000,0.0000,28640.0000,1900000.0000,1854523.7613,0.0586,0.0709,511328.0633
Dolj,3. COMUNA,CELARU,2094,163,0.0778,0.0756,3260.0000,0.0000,41880.0000,3260000.0000,3164866.9760,0.0671,0.0783,872615.0266
Dolj,1. MUNICIPIU,CALAFAT,7401,2268,0.3064,0.1729,45360.0000,0.0000,148020.0000,45360000.0000,25593797.3671,0.1294,0.2872,7056704.8600
Dolj,2. ORAS,BECHET,1255,120,0.0956,0.0908,2400.0000,0.0000,25100.0000,2400000.0000,2278718.5053,0.0822,0.1049,628286.7572
Dolj,3. COMUNA,BUCOVAT,2103,389,0.1850,0.1288,7780.0000,0.0000,42060.0000,7780000.0000,5416796.7346,0.1272,0.1888,1493515.6083
Dolj,3. COMUNA,ISALNITA,1464,342,0.2336,0.1315,6840.0000,0.0000,29280.0000,6840000.0000,3851609.2487,0.1267,0.2064,1061963.1512
Dolj,3. COMUNA,PODARI,2572,468,0.1820,0.1652,9360.0000,0.0000,51440.0000,9360000.0000,8495558.7354,0.1573,0.2106,2342389.8281
Dolj,3. COMUNA,SIMNICU DE SUS,3466,1007,0.2905,0.2000,20140.0000,0.0000,69320.0000,20140000.0000,13866904.9464,0.1653,0.2960,3823373.8481
Dolj,3. COMUNA,ALMAJ,944,122,0.1292,0.1190,2440.0000,0.0000,18880.0000,2440000.0000,2246145.4371,0.1087,0.1458,619305.7324
Dolj,3. COMUNA,AMARASTII DE SUS,720,45,0.0625,0.0604,900.0000,0.0000,14400.0000,900000.0000,869591.2342,0.0528,0.0616,239763.1192
Dolj,3. COMUNA,APELE VII,1014,67,0.0661,0.0637,1340.0000,0.0000,20280.0000,1340000.0000,1291264.9308,0.0606,0.0717,356026.7115
Dolj,3. COMUNA,BARCA,1565,108,0.0690,0.0675,2160.0000,0.0000,31300.0000,2160000.0000,2112763.0029,0.0637,0.0715,582529.6159
Caras-Severin,1. MUNICIPIU,RESITA,37344,10011,0.2681,0.2672,200220.0000,0.0000,746880.0000,200220000.0000,199574389.0036,0.2608,0.3253,38862038.0114
Caras-Severin,3. COMUNA,MEHADICA,489,66,0.1350,0.1136,1320.0000,0.0000,9780.0000,1320000.0000,1111252.0004,0.1078,0.1362,216388.0731
Caras-Severin,2. ORAS,ORAVITA,6103,1203,0.1971,0.1919,24060.0000,0.0000,122060.0000,24060000.0000,23427995.9549,0.1758,0.2213,4562006.5474
Caras-Severin,3. COMUNA,BREBU,639,128,0.2003,0.1891,2560.0000,0.0000,12780.0000,2560000.0000,2416198.0109,0.1812,0.2189,470493.1300
Caras-Severin,3. COMUNA,BREBU NOU,465,205,0.4409,0.2256,4100.0000,0.0000,9300.0000,4100000.0000,2097737.8072,0.1963,0.4207,408481.1022
Caras-Severin,3. COMUNA,BUCHIN,755,164,0.2172,0.1823,3280.0000,0.0000,15100.0000,3280000.0000,2752011.3812,0.1778,0.2248,535884.2457
Caras-Severin,3. COMUNA,CARASOVA,951,180,0.1893,0.1636,3600.0000,0.0000,19020.0000,3600000.0000,3111060.3104,0.1587,0.2000,605799.8957
Caras-Severin,3. COMUNA,CICLOVA ROMANA,1074,214,0.1993,0.1530,4280.0000,0.0000,21480.0000,4280000.0000,3285386.5289,0.1436,0.1977,639745.4944
Caras-Severin,3. COMUNA,CIUCHICI,654,104,0.1590,0.1267,2080.0000,0.0000,13080.0000,2080000.0000,1657677.5454,0.1270,0.1577,322790.5549
Caras-Severin,3. COMUNA,CORNEA,731,106,0.1450,0.1259,2120.0000,0.0000,14620.0000,2120000.0000,1840739.1081,0.1166,0.1471,358437.1399
Caras-Severin,3. COMUNA,DALBOSET,746,132,0.1769,0.1090,2640.0000,0.0000,14920.0000,2640000.0000,1625949.1235,0.1178,0.1641,316612.2515
Dambovita,3. COMUNA,CREVEDIA,4607,1621,0.3519,0.2914,32420.0000,0.0000,92140.0000,32420000.0000,26846802.3995,0.2726,0.3653,25848101.9862
Dambovita,3. COMUNA,SLOBOZIA MOARA,1033,132,0.1278,0.1103,2640.0000,0.0000,20660.0000,2640000.0000,2278697.8068,0.1059,0.1329,2193930.3024
Dambovita,3. COMUNA,TARTASESTI,3221,812,0.2521,0.1767,16240.0000,0.0000,64420.0000,16240000.0000,11382946.0042,0.1555,0.2578,10959500.6825
Dambovita,3. COMUNA,VULCANA-PANDELE,1832,280,0.1528,0.1488,5600.0000,0.0000,36640.0000,5600000.0000,5451986.6595,0.1306,0.1571,5249172.8849
Caras-Severin,2. ORAS,BAILE HERCULANE,2826,456,0.1614,0.1605,9120.0000,0.0000,56520.0000,9120000.0000,9069458.8255,0.1319,0.1653,1766046.5122
Calarasi,3. COMUNA,NICOLAE BALCESCU,893,95,0.1064,0.0986,1900.0000,0.0000,17860.0000,1900000.0000,1761379.1657,0.0902,0.1112,702057.8482
Dolj,3. COMUNA,GIURGITA,1232,79,0.0641,0.0586,1580.0000,0.0000,24640.0000,1580000.0000,1444046.8164,0.0558,0.0644,398151.6319
Dolj,3. COMUNA,GRECESTI,1161,102,0.0879,0.0873,2040.0000,0.0000,23220.0000,2040000.0000,2026891.0415,0.0771,0.1027,558853.0556
Dolj,3. COMUNA,MACESU DE JOS,695,42,0.0604,0.0589,840.0000,0.0000,13900.0000,840000.0000,819385.0973,0.0531,0.0626,225920.3164
Dolj,3. COMUNA,MACESU DE SUS,740,63,0.0851,0.0790,1260.0000,0.0000,14800.0000,1260000.0000,1168635.3125,0.0717,0.0908,322215.3544
Dolj,3. COMUNA,MALU MARE,4892,1952,0.3990,0.2054,39040.0000,0.0000,97840.0000,39040000.0000,20096150.0723,0.1278,0.3816,5540897.1888
Dolj,3. COMUNA,MISCHII,1142,183,0.1602,0.1263,3660.0000,0.0000,22840.0000,3660000.0000,2884391.6163,0.1263,0.1680,795282.5462
Dolj,3. COMUNA,MARSANI,1983,150,0.0756,0.0704,3000.0000,0.0000,39660.0000,3000000.0000,2793930.4755,0.0623,0.0738,770340.6604
Dolj,3. COMUNA,MURGASI,1550,182,0.1174,0.1148,3640.0000,0.0000,31000.0000,3640000.0000,3559794.9855,0.1055,0.1380,981504.3158
Dolj,3. COMUNA,ORODEL,1409,65,0.0461,0.0452,1300.0000,0.0000,28180.0000,1300000.0000,1274635.6928,0.0395,0.0489,351441.7091
Dolj,3. COMUNA,CIOROIASI,905,59,0.0652,0.0617,1180.0000,0.0000,18100.0000,1180000.0000,1116910.4351,0.0545,0.0656,307953.8055
Dolj,3. COMUNA,CIUPERCENII NOI,1860,129,0.0694,0.0659,2580.0000,0.0000,37200.0000,2580000.0000,2451947.0231,0.0624,0.0787,676049.2094
Dolj,3. COMUNA,COSOVENI,1471,229,0.1557,0.1268,4580.0000,0.0000,29420.0000,4580000.0000,3730182.7123,0.1180,0.1676,1028483.5070
Dolj,3. COMUNA,CARAULA,1048,81,0.0773,0.0619,1620.0000,0.0000,20960.0000,1620000.0000,1297031.9007,0.0552,0.0752,357616.7767
Dolj,3. COMUNA,DOBRESTI,993,72,0.0725,0.0703,1440.0000,0.0000,19860.0000,1440000.0000,1395464.9684,0.0643,0.0816,384756.6769
Dolj,3. COMUNA,DRAGOTESTI,1213,91,0.0750,0.0710,1820.0000,0.0000,24260.0000,1820000.0000,1722556.6165,0.0632,0.0753,474942.1695
Dolj,3. COMUNA,GHERCESTI,1244,258,0.2074,0.1320,5160.0000,0.0000,24880.0000,5160000.0000,3284317.3871,0.1230,0.2001,905549.8149
Dolj,3. COMUNA,GIUBEGA,1052,85,0.0808,0.0710,1700.0000,0.0000,21040.0000,1700000.0000,1494453.8404,0.0690,0.0842,412049.8232
Caras-Severin,2. ORAS,OTELU ROSU,4930,1896,0.3846,0.2312,37920.0000,0.0000,98600.0000,37920000.0000,22798502.6663,0.2193,0.3630,4439428.7345
Caras-Severin,3. COMUNA,OCNA DE FIER,367,98,0.2670,0.1939,1960.0000,0.0000,7340.0000,1960000.0000,1423068.2931,0.1787,0.2654,277106.3681
Caras-Severin,3. COMUNA,BANIA,801,84,0.1049,0.0979,1680.0000,0.0000,16020.0000,1680000.0000,1567675.1057,0.0893,0.1090,305264.8682
Caras-Severin,3. COMUNA,BAUTAR,887,221,0.2492,0.1981,4420.0000,0.0000,17740.0000,4420000.0000,3514048.0462,0.1750,0.2542,684271.5111
Caras-Severin,3. COMUNA,BERLISTE,617,89,0.1442,0.1258,1780.0000,0.0000,12340.0000,1780000.0000,1552548.0156,0.1187,0.1505,302319.2520
Caras-Severin,3. COMUNA,BERZASCA,1463,200,0.1367,0.1171,4000.0000,0.0000,29260.0000,4000000.0000,3425200.4149,0.1013,0.1410,666970.6939
Dolj,3. COMUNA,BRADESTI,1757,216,0.1229,0.1215,4320.0000,0.0000,35140.0000,4320000.0000,4269406.5363,0.1062,0.1502,1177157.9427
Dolj,3. COMUNA,BRATOVOESTI,1410,125,0.0887,0.0844,2500.0000,0.0000,28200.0000,2500000.0000,2380227.2913,0.0757,0.0991,656274.6924
Dolj,3. COMUNA,CALOPAR,1746,109,0.0624,0.0606,2180.0000,0.0000,34920.0000,2180000.0000,2116198.6386,0.0574,0.0652,583476.8871
Dolj,3. COMUNA,DIOSTI,1255,74,0.0590,0.0576,1480.0000,0.0000,25100.0000,1480000.0000,1445906.7760,0.0558,0.0627,398664.4587
Dambovita,3. COMUNA,GURA SUTII,2043,220,0.1077,0.1046,4400.0000,0.0000,40860.0000,4400000.0000,4272113.5462,0.1041,0.1246,4113191.0235
Dambovita,3. COMUNA,I. L. CARAGIALE,2607,446,0.1711,0.1484,8920.0000,0.0000,52140.0000,8920000.0000,7735087.7117,0.1383,0.1773,7447342.6321
Caras-Severin,3. COMUNA,DOCLIN,788,128,0.1624,0.1527,2560.0000,0.0000,15760.0000,2560000.0000,2406306.4045,0.1513,0.1835,468566.9911
Caras-Severin,3. COMUNA,OBREJA,1237,299,0.2417,0.2035,5980.0000,0.0000,24740.0000,5980000.0000,5034649.8821,0.2033,0.2615,980370.0568
Caras-Severin,3. COMUNA,CORONINI,634,59,0.0931,0.0905,1180.0000,0.0000,12680.0000,1180000.0000,1147673.7569,0.0689,0.0902,223480.2842
Caras-Severin,3. COMUNA,POJEJENA,1168,185,0.1584,0.1327,3700.0000,0.0000,23360.0000,3700000.0000,3099956.4844,0.1130,0.1530,603637.7079
Caras-Severin,3. COMUNA,RACASDIA,799,129,0.1615,0.1358,2580.0000,0.0000,15980.0000,2580000.0000,2169968.9114,0.1353,0.1700,422546.2733
